METALLOGEN,LOCALITY,STATE,TOPOSHEET,MINERAL_OR,HOSTROCK_TYPE1,HOSTROCK_TYPE2,HOSTROCK_TYPE3,HOSTROCK_TYPE4,MORPH-STRATABOUND,MORPH-SEDIMENTARY,MORPH-BEDDED,MORPH-SHEAR,MORPH-CONCORDANT,MORPH-DISCORDANT,MORPH-LENSOID,MORPH-RESIDUAL,MORPH-VEIN,MORPH-REMOBILISED,MORPH-MAGMATIC,MORPH-QUARTZ,MORPH-VOLCANIC,MORPH-OTHER,RESERVE_AMT
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
KOLAR BELT,KUDITHAINAPALLE,KARNATAKA,57 L,Au-Mo,QUARTZ REEF IN BASIC ,ACID VOLCANICS,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
KOLAR BELT,KOLAR MINE,KARNATAKA,57 L,Au-W,METAVOLCANICS,CHAMPION GNEISS,-,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3032000.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
KOLAR BELT,KOLAR MINE,KARNATAKA,57 L,Au-W,METAVOLCANICS,CHAMPION GNEISS,-,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3032000.0
KOLAR BELT,KOLAR MINE,KARNATAKA,57 L,Au-W,METAVOLCANICS,CHAMPION GNEISS,-,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3032000.0
KOLAR BELT,KOLAR MINE,KARNATAKA,57 L,Au-W,METAVOLCANICS,CHAMPION GNEISS,-,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3032000.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
KOLAR BELT,KOLAR MINE,KARNATAKA,57 L,Au-W,METAVOLCANICS,CHAMPION GNEISS,-,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3032000.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
KOLAR BELT,KOLAR MINE,KARNATAKA,57 L,Au-W,METAVOLCANICS,CHAMPION GNEISS,-,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3032000.0
KOLAR BELT,KOLAR MINE,KARNATAKA,57 L,Au-W,METAVOLCANICS,CHAMPION GNEISS,-,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3032000.0
KOLAR BELT,KOLAR MINE,KARNATAKA,57 L,Au-W,METAVOLCANICS,CHAMPION GNEISS,-,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3032000.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
KOLAR BELT,KOLAR MINE,KARNATAKA,57 L,Au-W,METAVOLCANICS,CHAMPION GNEISS,-,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3032000.0
KOLAR BELT,KOLAR MINE,KARNATAKA,57 L,Au-W,METAVOLCANICS,CHAMPION GNEISS,-,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3032000.0
KOLAR BELT,KOLAR MINE,KARNATAKA,57 L,Au-W,METAVOLCANICS,CHAMPION GNEISS,-,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3032000.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
KOLAR BELT,KOLAR MINE,KARNATAKA,57 L,Au-W,METAVOLCANICS,CHAMPION GNEISS,-,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3032000.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
KOLAR BELT,KOLAR MINE,KARNATAKA,57 L,Au-W,METAVOLCANICS,CHAMPION GNEISS,-,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3032000.0
KOLAR BELT,KOLAR MINE,KARNATAKA,57 L,Au-W,METAVOLCANICS,CHAMPION GNEISS,-,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3032000.0
KOLAR BELT,KOLAR MINE,KARNATAKA,57 L,Au-W,METAVOLCANICS,CHAMPION GNEISS,-,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3032000.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
KOLAR BELT,KOLAR MINE,KARNATAKA,57 L,Au-W,METAVOLCANICS,CHAMPION GNEISS,-,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3032000.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
KOLAR BELT,KOLAR MINE,KARNATAKA,57 L,Au-W,METAVOLCANICS,CHAMPION GNEISS,-,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3032000.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
KOLAR BELT,KOLAR MINE,KARNATAKA,57 L,Au-W,METAVOLCANICS,CHAMPION GNEISS,-,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3032000.0
KOLAR BELT,KOLAR MINE,KARNATAKA,57 L,Au-W,METAVOLCANICS,CHAMPION GNEISS,-,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3032000.0
KOLAR BELT,KOLAR MINE,KARNATAKA,57 L,Au-W,METAVOLCANICS,CHAMPION GNEISS,-,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3032000.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
KOLAR BELT,KOLAR MINE,KARNATAKA,57 L,Au-W,METAVOLCANICS,CHAMPION GNEISS,-,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3032000.0
KOLAR BELT,KOLAR MINE,KARNATAKA,57 L,Au-W,METAVOLCANICS,CHAMPION GNEISS,-,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3032000.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
KOLAR BELT,KOLAR MINE,KARNATAKA,57 L,Au-W,METAVOLCANICS,CHAMPION GNEISS,-,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3032000.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
KOLAR BELT,KOLAR MINE,KARNATAKA,57 L,Au-W,METAVOLCANICS,CHAMPION GNEISS,-,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3032000.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
KOLAR BELT,KOLAR MINE,KARNATAKA,57 L,Au-W,METAVOLCANICS,CHAMPION GNEISS,-,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3032000.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
KOLAR BELT,KOLAR MINE,KARNATAKA,57 L,Au-W,METAVOLCANICS,CHAMPION GNEISS,-,-,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3032000.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
HUTTI MASKI BELT,HUTTI MINE BLOCK,KARNATAKA,56,Au-W,HORNBLENDE,CHLORITE,BIOTITE SCHIST,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18549.0
GHATTIHOSAHALLI BELT,GHATTIHOSAHALLI,KARNATAKA,57 C,Ba,FUCHSITE QUARTZITE,AMPHIBOLITE,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38146.0
GHATTIHOSAHALLI BELT,GHATTIHOSAHALLI,KARNATAKA,57 C,Ba,FUCHSITE QUARTZITE,AMPHIBOLITE,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38146.0
GHATTIHOSAHALLI BELT,GHATTIHOSAHALLI,KARNATAKA,57 C,Ba,FUCHSITE QUARTZITE,AMPHIBOLITE,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38146.0
GHATTIHOSAHALLI BELT,GHATTIHOSAHALLI,KARNATAKA,57 C,Ba,FUCHSITE QUARTZITE,AMPHIBOLITE,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38146.0
GHATTIHOSAHALLI BELT,GHATTIHOSAHALLI,KARNATAKA,57 C,Ba,FUCHSITE QUARTZITE,AMPHIBOLITE,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38146.0
GHATTIHOSAHALLI BELT,GHATTIHOSAHALLI,KARNATAKA,57 C,Ba,FUCHSITE QUARTZITE,AMPHIBOLITE,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38146.0
GHATTIHOSAHALLI BELT,GHATTIHOSAHALLI,KARNATAKA,57 C,Ba,FUCHSITE QUARTZITE,AMPHIBOLITE,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38146.0
GHATTIHOSAHALLI BELT,GHATTIHOSAHALLI,KARNATAKA,57 C,Ba,FUCHSITE QUARTZITE,AMPHIBOLITE,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38146.0
GHATTIHOSAHALLI BELT,GHATTIHOSAHALLI,KARNATAKA,57 C,Ba,FUCHSITE QUARTZITE,AMPHIBOLITE,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38146.0
GHATTIHOSAHALLI BELT,GHATTIHOSAHALLI,KARNATAKA,57 C,Ba,FUCHSITE QUARTZITE,AMPHIBOLITE,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38146.0
GHATTIHOSAHALLI BELT,GHATTIHOSAHALLI,KARNATAKA,57 C,Ba,FUCHSITE QUARTZITE,AMPHIBOLITE,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38146.0
GHATTIHOSAHALLI BELT,GHATTIHOSAHALLI,KARNATAKA,57 C,Ba,FUCHSITE QUARTZITE,AMPHIBOLITE,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38146.0
GHATTIHOSAHALLI BELT,GHATTIHOSAHALLI,KARNATAKA,57 C,Ba,FUCHSITE QUARTZITE,AMPHIBOLITE,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38146.0
GHATTIHOSAHALLI BELT,GHATTIHOSAHALLI,KARNATAKA,57 C,Ba,FUCHSITE QUARTZITE,AMPHIBOLITE,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38146.0
GHATTIHOSAHALLI BELT,GHATTIHOSAHALLI,KARNATAKA,57 C,Ba,FUCHSITE QUARTZITE,AMPHIBOLITE,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38146.0
GHATTIHOSAHALLI BELT,GHATTIHOSAHALLI,KARNATAKA,57 C,Ba,FUCHSITE QUARTZITE,AMPHIBOLITE,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38146.0
GHATTIHOSAHALLI BELT,GHATTIHOSAHALLI,KARNATAKA,57 C,Ba,FUCHSITE QUARTZITE,AMPHIBOLITE,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38146.0
GHATTIHOSAHALLI BELT,GHATTIHOSAHALLI,KARNATAKA,57 C,Ba,FUCHSITE QUARTZITE,AMPHIBOLITE,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38146.0
GHATTIHOSAHALLI BELT,GHATTIHOSAHALLI,KARNATAKA,57 C,Ba,FUCHSITE QUARTZITE,AMPHIBOLITE,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38146.0
GHATTIHOSAHALLI BELT,GHATTIHOSAHALLI,KARNATAKA,57 C,Ba,FUCHSITE QUARTZITE,AMPHIBOLITE,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38146.0
GHATTIHOSAHALLI BELT,GHATTIHOSAHALLI,KARNATAKA,57 C,Ba,FUCHSITE QUARTZITE,AMPHIBOLITE,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38146.0
GHATTIHOSAHALLI BELT,GHATTIHOSAHALLI,KARNATAKA,57 C,Ba,FUCHSITE QUARTZITE,AMPHIBOLITE,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38146.0
GHATTIHOSAHALLI BELT,GHATTIHOSAHALLI,KARNATAKA,57 C,Ba,FUCHSITE QUARTZITE,AMPHIBOLITE,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38146.0
GHATTIHOSAHALLI BELT,GHATTIHOSAHALLI,KARNATAKA,57 C,Ba,FUCHSITE QUARTZITE,AMPHIBOLITE,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38146.0
GHATTIHOSAHALLI BELT,GHATTIHOSAHALLI,KARNATAKA,57 C,Ba,FUCHSITE QUARTZITE,AMPHIBOLITE,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38146.0
